,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
470,2023-01-20 18:08:44,2023-01-18,META,"Meta Platforms, Inc.",Newstead Jennifer,GC,S - Sale,$135.71,-342,24793,-1%,"-$46,413"
471,2023-01-20 18:02:25,2023-01-18,ZVIA,Zevia Pbc,Spence Padraic L.,Dir,S - Sale,$4.35,-25530,2238966,-1%,"-$111,071"
472,2023-01-20 18:00:21,2023-01-18,ALHC,"Alignment Healthcare, Inc.",Kumar Dinesh M.,"Chief Med, Operating Officer",S - Sale,$13.01,-1125,1116101,0%,"-$14,633"
473,2023-01-20 18:00:16,2023-01-18,ALHC,"Alignment Healthcare, Inc.",Kao John E,CEO,S - Sale,$13.01,-1100,5143480,0%,"-$14,310"
474,2023-01-20 18:00:10,2023-01-18,ALHC,"Alignment Healthcare, Inc.",Freeman Robert Thomas,CFO,S - Sale,$13.01,-1100,1250877,0%,"-$14,308"
475,2023-01-20 17:55:14,2023-01-18,AHCO,Adapthealth Corp.,Everest Hill Group Inc.,10%,S - Sale,$22.00,-4789,13445008,0%,"-$105,358"
476,2023-01-20 17:50:34,2023-01-18,VRSK,"Verisk Analytics, Inc.",Beckles Kathy Card,"EVP, GC, Corp Sec",S - Sale+OE,$181.95,-107,7462,-1%,"-$19,469"
477,2023-01-20 17:36:52,2023-01-18,HYMC,Hycroft Mining Holding Corp,"Mudrick Capital Management, L.P.",10%,S - Sale+OE,$0.64,-886140,17037558,-5%,"-$567,119"
478,2023-01-20 17:34:11,2023-01-18,MEG,"Montrose Environmental Group, Inc.",Perlman Richard E,Dir,S - Sale,$52.72,-46514,901835,-5%,"-$2,452,413"
479,2023-01-20 17:26:05,2022-12-06,ICCT,Icoreconnect Inc.,Desanti Robert A,Former Director,P - Purchase,$0.08,265171,12301320,+2%,"+$21,214"
480,2023-01-20 17:26:03,2023-01-19,AROW,Arrow Financial Corp,Read Colin L,Dir,S - Sale,$33.11,-600,12719,-5%,"-$19,868"
481,2023-01-20 17:25:52,2023-01-19,DNA,"Ginkgo Bioworks Holdings, Inc.",Shetty Reshma P.,"See remarks, 10%",S - Sale,$1.71,-362036,32285724,-1%,"-$619,491"
482,2023-01-20 17:21:45,2023-01-19,DNA,"Ginkgo Bioworks Holdings, Inc.",Canton Barry,10%,S - Sale,$1.71,-362036,32285724,-1%,"-$619,491"
483,2023-01-20 17:20:57,2023-01-19,BFI,"Burgerfi International, Inc.",John Rosatti Revocable Trust,10%,S - Sale,$1.68,-10000,3169340,0%,"-$16,815"
484,2023-01-20 17:19:47,2023-01-11,INKA,Kludein I Acquisition Corp,Ross Blake,10%,S - Sale,$10.34,-9236,294970,-3%,"-$95,500"
485,2023-01-20 17:19:20,2023-01-18,DAL,"Delta Air Lines, Inc.",Blake Francis S,Dir,P - Purchase,$38.58,12880,93795,+16%,"+$496,904"
486,2023-01-20 17:18:04,2023-01-19,DNA,"Ginkgo Bioworks Holdings, Inc.",Kelly Jason R,See remarks,S - Sale,$1.70,-262193,15655794,-2%,"-$446,629"
487,2023-01-20 17:15:45,2023-01-18,SQ,"Block, Inc.",Henry Alyssa,Square Lead,S - Sale+OE,$75.29,-30769,418667,-7%,"-$2,316,708"
488,2023-01-20 17:14:20,2023-01-20,MODG,Topgolf Callaway Brands Corp.,Thomas Jennifer L.,"SVP, Chief Accounting Officer",S - Sale+OE,$23.30,-6438,56012,-10%,"-$150,005"
489,2023-01-20 17:13:19,2023-01-18,XPEL,"Xpel, Inc.",Crumly Richard K.,Dir,S - Sale,$71.48,-20000,1847241,-1%,"-$1,429,600"
490,2023-01-20 17:13:12,2023-01-18,PVL,Permianville Royalty Trust,Permianville Holdings LLC,10%,S - Sale,$3.02,-58614,7919920,-1%,"-$176,826"
491,2023-01-20 17:09:13,2023-01-18,AIR,Aar Corp,Holmes John McClain III,"COB, Pres, CEO",S - Sale+OE,$48.77,-35000,268611,-12%,"-$1,706,872"
492,2023-01-20 17:02:57,2023-01-19,AMKR,"Amkor Technology, Inc.",Faust Megan,CFO,S - Sale+OE,$29.28,-6000,8512,-41%,"-$175,680"
493,2023-01-20 17:00:22,2023-01-18,SUPN,"Supernus Pharmaceuticals, Inc.",Khattar Jack A.,"Pres, CEO",S - Sale+OE,$40.40,-4936,1842017,0%,"-$199,394"
494,2023-01-20 16:58:49,2023-01-20,MBWM,Mercantile Bank Corp,Ramaker David B,Dir,P - Purchase,$33.33,1500,7394,+25%,"+$49,995"
495,2023-01-20 16:58:06,2023-01-18,UAMY,United States Antimony Corp,Evans Gary C,Dir,P - Purchase,$0.45,21368,956849,+2%,"+$9,616"
496,2023-01-20 16:53:42,2023-01-18,MTSI,"Macom Technology Solutions Holdings, Inc.",Dennehy Robert,"SVP, Operations",S - Sale,$66.27,-3250,58949,-5%,"-$215,378"
497,2023-01-20 16:49:28,2023-01-19,TEAM,Atlassian Corp,Farquhar Scott,"Co-CEO, Co-Founder, 10%",S - Sale,$147.94,-8614,430700,-2%,"-$1,274,375"
498,2023-01-20 16:49:15,2023-01-19,TEAM,Atlassian Corp,Cannon-Brookes Michael,"Co-CEO, Co-Founder, 10%",S - Sale,$147.94,-8614,430700,-2%,"-$1,274,375"
499,2023-01-20 16:44:15,2023-01-18,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,CEO,P - Purchase,$25.07,2505,396851,+1%,"+$62,795"
500,2023-01-20 16:44:00,2023-01-18,ZUO,Zuora Inc,Traube Robert J.,Chief Revenue Officer,S - Sale,$7.04,-30736,32927,-48%,"-$216,332"
501,2023-01-20 16:41:32,2022-12-28,CME,Cme Group Inc.,Shepard William R,Dir,P - Purchase,$174.50,1601,251588,+1%,"+$279,346"
502,2023-01-20 16:41:14,2023-01-19,SMCI,"Super Micro Computer, Inc.",Liang Charles,"Pres, CEO, 10%",S - Sale+OE,$71.26,-43772,6725580,-1%,"-$3,119,307"
503,2023-01-20 16:40:10,2023-01-19,SMCI,"Super Micro Computer, Inc.",Liu Liang Chiu-Chu Sara,"Dir, 10%",S - Sale+OE,$71.26,-43772,6725580,-1%,"-$3,119,307"
504,2023-01-20 16:36:45,2023-01-18,MYOV,Myovant Sciences Ltd.,Lang Matthew,"GC, Corp. Secy.",S - Sale,$26.89,-1272,354303,0%,"-$34,204"
505,2023-01-20 16:36:09,2023-01-18,PHR,"Phreesia, Inc.",Hoffman Allison C,"GC, Secretary",S - Sale,$36.07,-649,129507,0%,"-$23,407"
506,2023-01-20 16:35:55,2023-01-18,MRNA,"Moderna, Inc.",Bancel Stephane,CEO,S - Sale+OE,$195.01,-80000,21027198,0%,"-$15,600,773"
507,2023-01-20 16:35:35,2023-01-19,CRM,"Salesforce, Inc.",Benioff Marc,"Chair, Co-CEO",S - Sale+OE,$145.22,-725,27753609,0%,"-$105,282"
508,2023-01-20 16:34:52,2023-01-18,MYOV,Myovant Sciences Ltd.,Merendino Lauren,Chief Commercial Officer,S - Sale,$26.89,-2008,169538,-1%,"-$53,995"
509,2023-01-20 16:34:05,2023-01-19,DOMA,"Doma Holdings, Inc.",Simkoff Maxwell,"CEO, 10%",S - Sale,$0.53,-18079,52137490,0%,"-$9,491"
510,2023-01-20 16:34:02,2023-01-18,MYOV,Myovant Sciences Ltd.,Marek David C,Principal Exec Officer,S - Sale,$26.89,-8037,417599,-2%,"-$216,115"
511,2023-01-20 16:32:18,2020-04-13,KROS,"Keros Therapeutics, Inc.",Knowles Julius,Dir,P - Purchase,$20.98,1191,575492,0%,"+$24,987"
512,2023-01-20 16:32:01,2023-01-20,CLSD,"Clearside Biomedical, Inc.",Ciulla Thomas,Chief Medical Officer,S - Sale,$1.47,-13700,291890,-4%,"-$20,139"
513,2023-01-20 16:31:36,2023-01-18,MYOV,Myovant Sciences Ltd.,Arjona Ferreira Juan Camilo,Chief Medical Officer,S - Sale,$26.89,-1109,246684,0%,"-$29,821"
514,2023-01-20 16:31:07,2023-01-19,CLSD,"Clearside Biomedical, Inc.",Lasezkay George M,CEO,S - Sale,$1.46,-20030,484577,-4%,"-$29,244"
515,2023-01-20 16:30:56,2023-01-18,MS,Morgan Stanley,Akram Raja,Deputy CFO,S - Sale,$97.00,-5100,118558,-4%,"-$494,700"
516,2023-01-20 16:30:34,2023-01-18,SCHW,Schwab Charles Corp,Craig Jonathan M.,Please see remarks,S - Sale+OE,$80.30,-51144,0,-100%,"-$4,106,685"
517,2023-01-20 16:30:11,2023-01-18,UTHR,United Therapeutics Corp,Rothblatt Martine A,"Chairperson, CEO",S - Sale+OE,$259.83,-16000,644479,-2%,"-$4,157,221"
518,2023-01-20 16:29:50,2023-01-18,CCO,"Clear Channel Outdoor Holdings, Inc.",Ares Management LLC,10%,P - Purchase,$1.36,1000000,52401580,+2%,"+$1,356,920"
519,2023-01-20 16:29:02,2023-01-19,CLSD,"Clearside Biomedical, Inc.",Deignan Charles A.,CFO,S - Sale,$1.50,-14030,363472,-4%,"-$21,045"
520,2023-01-20 16:28:56,2023-01-18,MS,Morgan Stanley,Simkowitz Daniel A,Head of Investment Management,S - Sale,$97.05,-44910,340159,-12%,"-$4,358,353"
521,2023-01-20 16:28:55,2023-01-18,CCO,"Clear Channel Outdoor Holdings, Inc.",Ares Management LLC,10%,P - Purchase,$1.36,1000000,52401580,+2%,"+$1,356,920"
522,2023-01-20 16:27:31,2023-01-11,PQEFF,Petroteq Energy Inc.,Cantone Anthony J,10%,P - Purchase,$0.01,300000,140697314,0%,"+$3,000"
523,2023-01-20 16:25:58,2023-01-18,MS,Morgan Stanley,Pick Edward N,"Co-Pres, Head of IS",S - Sale,$96.98,-135000,642759,-17%,"-$13,092,566"
524,2023-01-20 16:22:58,2023-01-18,MS,Morgan Stanley,Grossman Eric F,"Chief Legal, Admin Officer",S - Sale,$97.11,-120000,235234,-34%,"-$11,653,788"
525,2023-01-20 16:22:02,2023-01-20,K,Kellogg Co,Kellogg W K Foundation Trust,10%,S - Sale,$67.01,-100000,55731838,0%,"-$6,701,280"
526,2023-01-20 16:21:59,2023-01-19,MS,Morgan Stanley,Crawley Mandell,CHRO,S - Sale,$93.75,-3740,42171,-8%,"-$350,625"
527,2023-01-20 16:20:38,2023-01-18,MS,Morgan Stanley,Gorman James P,"COB, CEO",S - Sale,$96.93,-250000,1112700,-18%,"-$24,233,637"
528,2023-01-20 16:20:20,2023-01-18,XPRO,Expro Group Holdings N.V.,Oak Hill Advisors LP,10%,S - Sale,$16.50,-9200000,19940661,-32%,"-$151,800,000"
529,2023-01-20 16:18:22,2023-01-18,BEAM,Beam Therapeutics Inc.,Burrell Terry-Ann,CFO,S - Sale+OE,$45.14,-47195,31277,-60%,"-$2,130,382"
530,2023-01-20 16:18:04,2023-01-19,JPM,Jpmorgan Chase & Co,Hobson Mellody L,Dir,P - Purchase,$134.53,375,146195,0%,"+$50,448"
531,2023-01-20 16:16:28,2023-01-18,AKAM,Akamai Technologies Inc,Leighton F Thomson,CEO,P - Purchase,$88.10,853,2355287,0%,"+$75,148"
532,2023-01-20 16:15:50,2023-01-18,TPHS,Trinity Place Holdings Inc.,"Messinger, Matthew","Pres, CEO",P - Purchase,$0.75,302,1843298,0%,+$227
533,2023-01-20 16:15:29,2023-01-18,FLYW,Flywire Corp,King David R.,CTO,S - Sale,$26.56,-15901,894532,-2%,"-$422,350"
534,2023-01-20 16:14:12,2023-01-18,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,$79.45,-40000,1750605,-2%,"-$3,178,035"
535,2023-01-20 16:13:22,2023-01-19,CRBU,"Caribou Biosciences, Inc.",Rizvi Syed Ali-Aamir,Chief Medical Officer,S - Sale,$6.31,-5627,59373,-9%,"-$35,506"
536,2023-01-20 16:12:21,2023-01-18,COIN,"Coinbase Global, Inc.",Lutke Tobias,Dir,P - Purchase,$54.21,6834,191192,+4%,"+$370,471"
537,2023-01-20 16:10:08,2023-01-18,PRVB,"Provention Bio, Inc.","Sessa Capital (Master), L.P.",10%,S - Sale,$9.40,-3000000,11879023,-20%,"-$28,200,000"
538,2023-01-20 16:09:54,2023-01-18,FLYW,Flywire Corp,Butterfield Peter,"GC, CCO",S - Sale+OE,$26.05,-7862,71508,-10%,"-$204,778"
539,2023-01-20 16:09:03,2023-01-19,EQIX,Equinix Inc,Meyers Charles J,"CEO, Pres",S - Sale,$704.12,-9160,7439,-55%,"-$6,449,723"
540,2023-01-20 16:08:51,2023-01-18,STRL,"Sterling Infrastructure, Inc.",Cutillo Joseph A,CEO,S - Sale,$33.00,-110,784240,0%,"-$3,630"
541,2023-01-20 16:05:57,2023-01-18,PCG,Pacific Gas & Electric Co,"Newtyn Management, LLC",10%,S - Sale,$19.23,-14579,1179502,-1%,"-$280,326"
542,2023-01-20 16:05:51,2023-01-18,PD,"Pagerduty, Inc.",Tejada Jennifer,CEO,S - Sale+OE,$28.11,-28634,823037,-3%,"-$804,902"
543,2023-01-20 16:05:38,2023-01-19,ALBO,"Albireo Pharma, Inc.",Carter Martha J.,Chief Regulatory Officer,S - Sale,$43.90,-938,14626,-6%,"-$41,182"
544,2023-01-20 16:05:36,2023-01-19,ALBO,"Albireo Pharma, Inc.",Duncan Jason,"GC, GC",S - Sale,$43.90,-938,14374,-6%,"-$41,182"
545,2023-01-20 16:05:35,2023-01-19,ALBO,"Albireo Pharma, Inc.",Stephenson Pamela,Chief Commercial Officer,S - Sale,$43.90,-1774,42857,-4%,"-$77,886"
546,2023-01-20 16:05:24,2023-01-19,ALBO,"Albireo Pharma, Inc.",Mattsson Jan,Chief Scientific Officer,S - Sale,$43.80,-3088,54671,-5%,"-$135,254"
547,2023-01-20 16:05:18,2023-01-19,ALBO,"Albireo Pharma, Inc.",Graham Michelle,CHRO,S - Sale,$43.90,-1774,24595,-7%,"-$77,886"
548,2023-01-20 16:05:14,2023-01-19,ALBO,"Albireo Pharma, Inc.",Harford Simon N.R.,"CFO, Treasurer",S - Sale,$43.80,-1776,32791,-5%,"-$77,789"
549,2023-01-20 16:05:06,2023-01-19,TAYD,Taylor Devices Inc,Sopko Timothy John,CEO,P - Purchase,$14.10,1000,8000,+14%,"+$14,100"
550,2023-01-20 16:00:21,2023-01-18,MDIA,Mediaco Holding Inc.,Emmis Corp,"Dir, 10%",S - Sale,$1.45,-4300,433542,-1%,"-$6,235"
551,2023-01-20 15:57:52,2023-01-19,HAL,Halliburton Co,Beckwith Van H.,"EVP, Secretary, CLO",S - Sale+OE,$40.41,-4493,191334,-2%,"-$181,562"
552,2023-01-20 15:57:30,2023-01-18,QURE,Uniqure N.V.,Soteropoulos Paula,Dir,S - Sale+OE,$22.59,-6000,16382,-27%,"-$135,540"
553,2023-01-20 15:55:41,2023-01-20,YORW,York Water Co,Rasmussen Steven R,Dir,P - Purchase,$45.76,22,3310,+1%,"+$1,000"
554,2023-01-20 15:48:36,2023-01-20,YORW,York Water Co,Bonney Paul R,Dir,P - Purchase,$45.76,109,109,New,"+$5,000"
555,2023-01-20 15:30:27,2023-01-17,SEDG,"Solaredge Technologies, Inc.",Adest Meir,Chief Product Officer,S - Sale,$315.96,-5000,140485,-3%,"-$1,579,813"
556,2023-01-20 15:00:11,2023-01-18,GNTY,Guaranty Bancshares Inc /tx/,Baker Richard W.,Dir,P - Purchase,$34.49,11629,655500,+2%,"+$401,084"
557,2023-01-20 14:57:05,2023-01-19,CRTD,"Creatd, Inc.",Frommer Jeremy,Exec COB,P - Purchase,$0.70,2300,724762,0%,"+$1,614"
558,2023-01-20 13:15:52,2023-01-20,SKYT,"Skywater Technology, Inc",Zibrowski Bart L,10%,S - Sale,$9.50,-13813,5143230,0%,"-$131,247"
559,2023-01-20 13:02:37,2023-01-18,FROG,Jfrog Ltd,Simon Frederic,Dir,S - Sale,$23.02,-45000,5477134,-1%,"-$1,035,923"
560,2023-01-20 12:59:51,2023-01-20,SKYT,"Skywater Technology, Inc","Ddk Developments, L.L.C.",10%,S - Sale,$9.50,-13813,5143230,0%,"-$131,247"
561,2023-01-20 11:33:53,2023-01-19,WAFD,Washington Federal Inc,Robison Kim E,"EVP, Chief Operations Officer",S - Sale,$34.09,-1311,63492,-2%,"-$44,695"
562,2023-01-20 11:17:08,2023-01-19,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$2,112.14",21,360188,0%,"+$44,355"
563,2023-01-20 11:06:02,2023-01-19,ES,Eversource Energy,Van Faasen William C,Trustee,S - Sale+OE,$81.08,-1943,18841,-9%,"-$157,538"
564,2023-01-20 10:19:34,2023-01-19,EXPI,"Exp World Holdings, Inc.",Sanford Penny,10%,S - Sale,$13.05,-60000,27284043,0%,"-$783,048"
565,2023-01-20 09:52:08,2023-01-19,APLD,"Applied Blockchain, Inc.",Cummins Wes,"CEO; COB, 10%",P - Purchase,$2.40,25000,22887754,0%,"+$60,000"
566,2023-01-20 09:50:52,2023-01-18,CTAS,Cintas Corp,Tysoe Ronald W,Dir,S - Sale+OE,$441.48,-2647,6485,-29%,"-$1,168,598"
567,2023-01-20 09:22:11,2023-01-18,RIG,Transocean Ltd.,Tonnel David A,SVP - CHIEF ACCOUNTING OFFICER,S - Sale,$6.15,-14541,277067,-5%,"-$89,427"
568,2023-01-20 09:20:29,2023-01-18,MRTX,"Mirati Therapeutics, Inc.",Cherrington Julie M,Dir,S - Sale,$44.66,-2546,0,-100%,"-$113,704"
569,2023-01-20 08:28:45,2023-01-18,FRAF,Franklin Financial Services Corp /pa/,Hollar Mark R,CFO,P - Purchase,$34.72,3,8236,0%,+$104
570,2023-01-20 08:25:20,2023-01-18,FRAF,Franklin Financial Services Corp /pa/,Carmack Karen K,SVP,P - Purchase,$34.72,1,2282,0%,+$35
571,2023-01-20 08:19:54,2023-01-18,BRTX,"Biorestorative Therapies, Inc.",Alstodt Lance,"Pres, CEO, COB",P - Purchase,$3.11,400,186521,0%,"+$1,244"
572,2023-01-19 21:15:41,2023-01-17,CRDO,Credo Technology Group Holding Ltd,Lam Yat Tung,COO,S - Sale,$15.00,-155000,11273888,-1%,"-$2,325,245"
573,2023-01-19 21:00:14,2023-01-17,TMCI,"Treace Medical Concepts, Inc.",Mott Richard W,Dir,S - Sale,$26.00,-11014,1250000,-1%,"-$286,377"
574,2023-01-19 21:00:13,2023-01-17,VIR,"Vir Biotechnology, Inc.",Svf Endurance (Cayman) Ltd,10%,S - Sale,$26.28,-190839,19597221,-1%,"-$5,015,158"
575,2023-01-19 20:42:26,2023-01-17,RXDX,"Prometheus Biosciences, Inc.",Marshall Keith W,CFO,S - Sale+OE,$119.00,-5000,9811,-34%,"-$595,000"
576,2023-01-19 20:39:19,2023-01-17,RXDX,"Prometheus Biosciences, Inc.",McKenna Mark C.,"COB, Pres, CEO",S - Sale+OE,$118.99,-25000,55144,-31%,"-$2,974,750"
577,2023-01-19 20:39:18,2023-01-17,XOS,"Xos, Inc.",Sordoni Giordano,COO,P - Purchase,$1.02,168268,23843168,+1%,"+$171,894"
578,2023-01-19 20:38:43,2023-01-18,GOEV,Canoo Inc.,Murthy Ramesh,"SVP, ICFO, CAO",S - Sale,$1.33,-1182,293052,0%,"-$1,572"
579,2023-01-19 20:33:03,2023-01-17,RLAY,"Relay Therapeutics, Inc.",Patel Sanjiv,"Pres, CEO",S - Sale+OE,$20.37,-84000,1361903,-6%,"-$1,711,360"
580,2023-01-19 20:22:32,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Swayze Eric,EVP Research,S - Sale+OE,$39.74,-5631,30041,-16%,"-$223,800"
581,2023-01-19 20:22:21,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Schneider Eugene,"EVP, Chf Clinical Develop Ofcr",S - Sale+OE,$39.57,-4752,22326,-18%,"-$188,052"
582,2023-01-19 20:21:40,2023-01-18,IONS,Ionis Pharmaceuticals Inc,O'Neil Patrick R.,"EVP CLO, GC",S - Sale+OE,$39.49,-7836,48679,-14%,"-$309,480"
583,2023-01-19 20:21:28,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Monia Brett P,CEO,S - Sale+OE,$39.49,-25066,120863,-17%,"-$989,947"
584,2023-01-19 20:19:50,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Hougen Elizabeth L,"EVP, Finance, CFO",S - Sale+OE,$39.70,-8280,73435,-10%,"-$328,721"
585,2023-01-19 20:19:35,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Geary Richard S,"EVP, Chief Development Officer",S - Sale+OE,$39.57,-7873,70483,-10%,"-$311,525"
586,2023-01-19 20:19:27,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Cadoret-Manier Onaiza,"EVP, Chf GL Pdt Str, Oper Ofc",S - Sale+OE,$39.55,-3748,18538,-17%,"-$148,223"
587,2023-01-19 20:19:15,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Bennett C Frank,"EVP, Chief Scientific Officer",S - Sale+OE,$38.89,-6978,67855,-9%,"-$271,356"
588,2023-01-19 20:19:05,2023-01-18,IONS,Ionis Pharmaceuticals Inc,Baroldi Joseph,"EVP, Chief Business Officer",S - Sale+OE,$39.79,-375,4464,-8%,"-$14,920"
589,2023-01-19 20:18:44,2023-01-17,SOVO,"Sovos Brands, Inc.",O'Driscoll Lisa Y.,CHIEF ADMINISTRATIVE OFFICER,S - Sale,$13.54,-1353,215816,-1%,"-$18,323"
590,2023-01-19 20:15:24,2023-01-17,SOVO,"Sovos Brands, Inc.",Tuan Priscilla,CMO,S - Sale,$13.55,-5184,253453,-2%,"-$70,224"
591,2023-01-19 20:15:16,2023-01-17,AXON,"Axon Enterprise, Inc.",Smith Patrick W,CEO,S - Sale+OE,$186.12,-109032,2279570,-5%,"-$20,293,318"
592,2023-01-19 20:13:08,2023-01-17,SOVO,"Sovos Brands, Inc.",Gvazdinskas Katie,CHRO,S - Sale,$13.54,-1705,64054,-3%,"-$23,087"
593,2023-01-19 20:12:06,2023-01-17,SOVO,"Sovos Brands, Inc.",Behr Wendy K.,"CHIEF R, D OFFICER",S - Sale,$13.55,-1574,143911,-1%,"-$21,323"
594,2023-01-19 20:11:04,2023-01-17,ATEC,"Alphatec Holdings, Inc.",Miles Patrick,CEO,S - Sale,$13.23,-180000,5742533,-3%,"-$2,380,800"
595,2023-01-19 20:08:48,2023-01-17,SOVO,"Sovos Brands, Inc.",Jones Isobel A,"CLO, GC, SECRETARY",S - Sale,$13.48,-7999,142204,-5%,"-$107,818"
596,2023-01-19 20:07:28,2023-01-17,SOVO,"Sovos Brands, Inc.",Cretella Risa,EVP,S - Sale,$13.55,-8274,287765,-3%,"-$112,137"
597,2023-01-19 20:07:10,2023-01-17,AXNX,"Axonics, Inc.",Woock John,"EVP, Chief Mktg, Strtgy Office",S - Sale+OE,$67.34,-30215,45976,-40%,"-$2,034,531"
598,2023-01-19 20:06:01,2023-01-17,SOVO,"Sovos Brands, Inc.",Jensen Kirk A.,COO,S - Sale,$13.50,-42433,382170,-10%,"-$572,631"
599,2023-01-19 20:05:42,2023-01-17,OTLK,"Outlook Therapeutics, Inc.",Evanson Jeff,Chief Commercial Officer,S - Sale,$1.24,-164155,1012975,-14%,"-$203,726"
600,2023-01-19 20:04:45,2023-01-17,SOVO,"Sovos Brands, Inc.",Hall Christopher W.,CFO,S - Sale,$13.54,-4233,357256,-1%,"-$57,335"
601,2023-01-19 20:03:30,2023-01-17,SOVO,"Sovos Brands, Inc.",Lachman Todd R,"Pres, CEO",S - Sale,$13.55,-9975,2987701,0%,"-$135,165"
602,2023-01-19 20:02:35,2023-01-17,CCO,"Clear Channel Outdoor Holdings, Inc.",Ares Management LLC,10%,P - Purchase,$1.36,400000,51401580,+1%,"+$544,120"
603,2023-01-19 20:01:10,2023-01-17,SILK,Silk Road Medical Inc,Buchanan Lucas W.,"COO, CFO",S - Sale+OE,$54.07,-86244,202329,-30%,"-$4,663,155"
604,2023-01-19 20:01:06,2023-01-17,CCO,"Clear Channel Outdoor Holdings, Inc.",Ares Management LLC,10%,P - Purchase,$1.36,400000,51401580,+1%,"+$544,120"
605,2023-01-19 19:57:34,2023-01-17,MDGL,"Madrigal Pharmaceuticals, Inc.",Levy Richard S,Dir,S - Sale+OE,$293.15,-22489,9100,-71%,"-$6,592,686"
606,2023-01-19 19:49:42,2023-01-17,IOT,Samsara Inc.,Bicket John,"See remarks, 10%",S - Sale+OE,$12.48,-111924,222458,-33%,"-$1,397,030"
607,2023-01-19 19:46:16,2023-01-17,IOT,Samsara Inc.,Biswas Sanjit,"CEO, 10%",S - Sale+OE,$12.48,-110847,731505,-13%,"-$1,383,613"
608,2023-01-19 19:32:50,2023-01-17,DOCU,"Docusign, Inc.",Springer Daniel D.,Dir,S - Sale,$58.30,-294018,1377326,-18%,"-$17,140,702"
609,2023-01-19 19:25:47,2023-01-17,APPN,Appian Corp,"Abdiel Capital Management, LLC",10%,P - Purchase,$37.16,320000,18804324,+2%,"+$11,891,120"
610,2023-01-19 19:17:08,2023-01-17,SEER,"Seer, Inc.",Horn David R.,CFO,S - Sale,$5.12,-2602,270840,-1%,"-$13,320"
611,2023-01-19 19:16:59,2023-01-17,SGEN,Seagen Inc.,Liu Jean I,GC,S - Sale,$130.71,-578,85113,-1%,"-$75,548"
612,2023-01-19 19:15:29,2023-01-17,SEER,"Seer, Inc.",Farokhzad Omid,"CEO, Pres, Chair, 10%",S - Sale,$5.12,-4800,399123,-1%,"-$24,573"
613,2023-01-19 19:15:13,2023-01-18,TEAM,Atlassian Corp,Cannon-Brookes Michael,"Co-CEO, Co-Founder, 10%",S - Sale,$150.59,-8614,439314,-2%,"-$1,297,152"
614,2023-01-19 19:14:18,2023-01-17,CDNS,Cadence Design Systems Inc,Tan Lip Bu,Executive Chair,S - Sale+OE,$173.39,-42500,1583869,-3%,"-$7,369,027"
615,2023-01-19 19:13:33,2023-01-18,TEAM,Atlassian Corp,Farquhar Scott,"Co-CEO, Co-Founder, 10%",S - Sale,$150.59,-8614,439314,-2%,"-$1,297,151"
616,2023-01-19 19:08:48,2023-01-17,NINE,"Nine Energy Service, Inc.",Frazier Warren Lynn,10%,S - Sale,$14.99,-100000,3349087,-3%,"-$1,499,220"
617,2023-01-19 19:06:37,2023-01-18,PNTG,"Pennant Group, Inc.",Stringfield Joanne,Dir,S - Sale,$11.17,-190,12730,-1%,"-$2,121"
618,2023-01-19 19:04:07,2023-01-17,J,Jacobs Solutions Inc.,Demetriou Steven J.,"CHAIR, CEO",S - Sale,$125.95,-6666,642254,-1%,"-$839,583"
619,2023-01-19 19:03:56,2023-01-18,BLK,Blackrock Inc.,Wiedman Mark,Senior MD,S - Sale,$749.89,-1075,8682,-11%,"-$806,133"
620,2023-01-19 19:00:16,2022-01-17,SNAP,Snap Inc,Morrow Rebecca,CAO,S - Sale,$9.46,-6717,259245,-3%,"-$63,510"
621,2023-01-19 19:00:14,2023-01-17,SNAP,Snap Inc,Andersen Derek,CFO,S - Sale,$9.49,-451,1109292,0%,"-$4,282"
622,2023-01-19 18:59:55,2023-01-17,AAOI,"Applied Optoelectronics, Inc.",Murry Stefan J.,CFO,S - Sale,$2.51,-4400,202030,-2%,"-$11,031"
623,2023-01-19 18:56:20,2023-01-18,WDFC,Wd 40 Co,Brass Steven A,"Pres, CEO",P - Purchase,$170.57,586,15975,+4%,"+$99,954"
624,2023-01-19 18:50:35,2023-01-17,RIOT,"Riot Platforms, Inc.",D'Ambrosio Lance Varro,Dir,S - Sale,$6.39,-26000,69441,-27%,"-$166,101"
625,2023-01-19 18:44:48,2023-01-17,SILK,Silk Road Medical Inc,Weatherman Elizabeth H,Dir,S - Sale,$54.69,-56355,159454,-26%,"-$3,082,224"
